,pclass,sex,age,sibsp,parch,fare,embarked
640,3rd,male,9.0,4,2,31.3875,S
641,3rd,male,3.0,4,2,31.3875,S
642,3rd,male,13.0,4,2,31.3875,S
643,3rd,female,5.0,4,2,31.3875,S
644,3rd,male,40.0,1,5,31.3875,S
645,3rd,male,23.0,0,0,7.7958,S
646,3rd,female,38.0,1,5,31.3875,S
647,3rd,female,45.0,0,0,7.225,C
648,3rd,male,21.0,0,0,7.225,C
649,3rd,male,23.0,0,0,7.05,S
650,3rd,female,17.0,0,0,14.4583,C
651,3rd,male,30.0,0,0,7.225,C
652,3rd,male,23.0,0,0,7.8542,S
653,3rd,female,13.0,0,0,7.2292,C
654,3rd,male,20.0,0,0,7.225,C
655,3rd,male,32.0,1,0,15.85,S
656,3rd,female,33.0,3,0,15.85,S
657,3rd,female,0.75,2,1,19.2583,C
658,3rd,female,0.75,2,1,19.2583,C
659,3rd,female,5.0,2,1,19.2583,C
660,3rd,female,24.0,0,3,19.2583,C
661,3rd,female,18.0,0,0,8.05,S
662,3rd,male,40.0,0,0,7.225,C
663,3rd,male,26.0,0,0,7.8958,S
664,3rd,male,20.0,0,0,7.2292,C
665,3rd,female,18.0,0,1,14.4542,C
666,3rd,female,45.0,0,1,14.4542,C
667,3rd,female,27.0,0,0,7.8792,Q
668,3rd,male,22.0,0,0,8.05,S
669,3rd,male,19.0,0,0,8.05,S
670,3rd,male,26.0,0,0,7.775,S
671,3rd,male,22.0,0,0,9.35,S
672,3rd,male,28.0,0,0,7.2292,C
673,3rd,male,20.0,0,0,4.0125,C
674,3rd,male,32.0,0,0,56.4958,S
675,3rd,male,21.0,0,0,7.775,S
676,3rd,male,18.0,0,0,7.75,S
677,3rd,male,26.0,0,0,7.8958,S
678,3rd,male,6.0,1,1,15.2458,C
679,3rd,female,9.0,1,1,15.2458,C
680,3rd,male,28.0,0,0,7.225,C
681,3rd,female,28.0,0,2,15.2458,C
682,3rd,female,28.0,0,2,7.75,Q
683,3rd,male,40.0,1,1,15.5,Q
684,3rd,female,32.0,1,1,15.5,Q
685,3rd,male,21.0,0,0,16.1,S
686,3rd,female,22.0,0,0,7.725,Q
687,3rd,female,20.0,0,0,7.8542,S
688,3rd,male,29.0,1,0,7.0458,S
689,3rd,male,22.0,1,0,7.25,S
690,3rd,male,22.0,0,0,7.7958,S
691,3rd,male,35.0,0,0,8.05,S
692,3rd,female,18.5,0,0,7.2833,Q
693,3rd,male,21.0,0,0,7.8208,Q
694,3rd,male,19.0,0,0,6.75,Q
695,3rd,female,18.0,0,0,7.8792,Q
696,3rd,female,21.0,0,0,8.6625,S
697,3rd,female,30.0,0,0,8.6625,S
698,3rd,male,18.0,0,0,8.6625,S
699,3rd,male,38.0,0,0,8.6625,S
700,3rd,male,17.0,0,0,8.6625,S
701,3rd,male,17.0,0,0,8.6625,S
702,3rd,female,21.0,0,0,7.75,Q
703,3rd,male,21.0,0,0,7.75,Q
704,3rd,male,21.0,0,0,8.05,S
705,3rd,male,28.0,1,0,14.4583,C
706,3rd,female,28.0,1,0,14.4583,C
707,3rd,male,28.0,0,0,7.7958,S
708,3rd,male,24.0,0,0,7.8542,S
709,3rd,female,16.0,0,0,7.75,Q
710,3rd,female,37.0,0,0,7.75,Q
711,3rd,male,28.0,0,0,7.25,S
712,3rd,male,24.0,0,0,8.05,S
713,3rd,male,21.0,0,0,7.7333,Q
714,3rd,male,32.0,0,0,56.4958,S
715,3rd,male,29.0,0,0,8.05,S
716,3rd,male,26.0,1,0,14.4542,C
717,3rd,male,18.0,1,0,14.4542,C
718,3rd,male,20.0,0,0,7.05,S
719,3rd,male,18.0,0,0,8.05,S
720,3rd,male,24.0,0,0,7.25,Q
721,3rd,male,36.0,0,0,7.4958,S
722,3rd,male,24.0,0,0,7.4958,S
723,3rd,male,31.0,0,0,7.7333,Q
724,3rd,male,31.0,0,0,7.75,Q
725,3rd,female,22.0,0,0,7.75,Q
726,3rd,female,30.0,0,0,7.6292,Q
727,3rd,male,70.5,0,0,7.75,Q
728,3rd,male,43.0,0,0,8.05,S
729,3rd,male,35.0,0,0,7.8958,S
730,3rd,male,27.0,0,0,7.8958,S
731,3rd,male,19.0,0,0,7.8958,S
732,3rd,male,30.0,0,0,8.05,S
733,3rd,male,9.0,1,1,15.9,S
734,3rd,male,3.0,1,1,15.9,S
735,3rd,female,36.0,0,2,15.9,S
736,3rd,male,59.0,0,0,7.25,S
737,3rd,male,19.0,0,0,8.1583,S
738,3rd,female,17.0,0,1,16.1,S
739,3rd,male,44.0,0,1,16.1,S
740,3rd,male,17.0,0,0,8.6625,S
741,3rd,male,22.5,0,0,7.225,C
742,3rd,male,45.0,0,0,8.05,S
743,3rd,female,22.0,0,0,10.5167,S
744,3rd,male,19.0,0,0,10.1708,S
745,3rd,female,30.0,0,0,6.95,Q
746,3rd,male,29.0,0,0,7.75,Q
747,3rd,male,0.3333,0,2,14.4,S
748,3rd,male,34.0,1,1,14.4,S
749,3rd,female,28.0,1,1,14.4,S
750,3rd,male,27.0,0,0,7.8958,S
751,3rd,male,25.0,0,0,7.8958,S
752,3rd,male,24.0,2,0,24.15,S
753,3rd,male,22.0,0,0,8.05,S
754,3rd,male,21.0,2,0,24.15,S
755,3rd,male,17.0,2,0,8.05,S
756,3rd,male,28.0,1,0,16.1,S
757,3rd,female,28.0,1,0,16.1,S
758,3rd,male,36.5,1,0,17.4,S
759,3rd,female,36.0,1,0,17.4,S
760,3rd,male,30.0,0,0,9.5,S
761,3rd,male,16.0,0,0,9.5,S
762,3rd,male,1.0,1,2,20.575,S
763,3rd,female,0.1667,1,2,20.575,S
764,3rd,male,26.0,1,2,20.575,S
765,3rd,female,33.0,1,2,20.575,S
766,3rd,male,25.0,0,0,7.8958,S
767,3rd,male,28.0,0,0,7.8958,S
768,3rd,male,28.0,0,0,7.8958,S
769,3rd,male,22.0,0,0,7.25,S
770,3rd,male,36.0,0,0,7.25,S
771,3rd,female,19.0,0,0,7.8792,Q
772,3rd,male,17.0,0,0,7.8958,S
773,3rd,male,42.0,0,0,8.6625,S
774,3rd,male,43.0,0,0,7.8958,S
775,3rd,male,28.0,0,0,7.2292,C
776,3rd,male,32.0,0,0,7.75,Q
777,3rd,male,19.0,0,0,8.05,S
778,3rd,female,30.0,0,0,12.475,S
779,3rd,female,24.0,0,0,7.75,Q
780,3rd,female,23.0,0,0,8.05,S
781,3rd,male,33.0,0,0,7.8958,C
782,3rd,male,65.0,0,0,7.75,Q
783,3rd,male,24.0,0,0,7.55,S
784,3rd,male,23.0,1,0,13.9,S
785,3rd,female,22.0,1,0,13.9,S
786,3rd,male,18.0,0,0,7.775,S
787,3rd,male,16.0,0,0,7.775,S
788,3rd,male,45.0,0,0,6.975,S
789,3rd,male,28.0,0,0,7.225,C
790,3rd,male,39.0,0,2,7.2292,C
791,3rd,male,17.0,1,1,7.2292,C
792,3rd,male,15.0,1,1,7.2292,C
793,3rd,male,47.0,0,0,7.25,S
794,3rd,female,5.0,0,0,12.475,S
795,3rd,male,28.0,0,0,7.225,C
796,3rd,male,40.5,0,0,15.1,S
797,3rd,male,40.5,0,0,7.75,Q
798,3rd,male,28.0,0,0,7.05,S
799,3rd,male,18.0,0,0,7.7958,S
800,3rd,female,28.0,0,0,7.75,Q
801,3rd,male,28.0,0,0,7.75,Q
802,3rd,male,28.0,0,0,6.95,Q
803,3rd,male,26.0,0,0,7.8792,Q
804,3rd,male,28.0,0,0,7.75,Q
805,3rd,male,28.0,0,0,56.4958,S
806,3rd,female,21.0,2,2,34.375,S
807,3rd,female,9.0,2,2,34.375,S
808,3rd,male,28.0,0,0,8.05,S
809,3rd,male,18.0,2,2,34.375,S
810,3rd,male,16.0,1,3,34.375,S
811,3rd,female,48.0,1,3,34.375,S
812,3rd,male,28.0,0,0,7.75,Q
813,3rd,male,28.0,0,0,7.25,S
814,3rd,male,25.0,0,0,7.7417,Q
815,3rd,male,28.0,0,0,14.5,S
816,3rd,male,28.0,0,0,7.8958,C
817,3rd,male,22.0,0,0,8.05,S
818,3rd,female,16.0,0,0,7.7333,Q
819,3rd,female,28.0,0,0,7.75,Q
820,3rd,male,9.0,0,2,20.525,S
821,3rd,male,33.0,1,1,20.525,S
822,3rd,male,41.0,0,0,7.85,S
823,3rd,female,31.0,1,1,20.525,S
824,3rd,male,38.0,0,0,7.05,S
825,3rd,male,9.0,5,2,46.9,S
826,3rd,male,1.0,5,2,46.9,S
827,3rd,male,11.0,5,2,46.9,S
828,3rd,female,10.0,5,2,46.9,S
829,3rd,female,16.0,5,2,46.9,S
830,3rd,male,14.0,5,2,46.9,S
831,3rd,male,40.0,1,6,46.9,S
832,3rd,female,43.0,1,6,46.9,S
833,3rd,male,51.0,0,0,8.05,S
834,3rd,male,32.0,0,0,8.3625,S
835,3rd,male,28.0,0,0,8.05,S
836,3rd,male,20.0,0,0,9.8458,S
837,3rd,male,37.0,2,0,7.925,S
838,3rd,male,28.0,2,0,7.925,S
839,3rd,male,19.0,0,0,7.775,S
840,3rd,female,24.0,0,0,8.85,S
841,3rd,female,17.0,0,0,7.7333,Q
842,3rd,male,28.0,1,0,19.9667,S
843,3rd,male,28.0,1,0,19.9667,S
844,3rd,male,28.0,1,0,15.85,S
845,3rd,female,24.0,1,0,15.85,S
846,3rd,male,20.0,0,0,9.5,S
847,3rd,male,23.5,0,0,7.2292,C
848,3rd,male,41.0,2,0,14.1083,S
849,3rd,male,26.0,1,0,7.8542,S
850,3rd,male,21.0,0,0,7.8542,S
851,3rd,female,45.0,1,0,14.1083,S
852,3rd,female,28.0,0,0,7.55,S
853,3rd,male,25.0,0,0,7.25,S
854,3rd,male,28.0,0,0,6.8583,Q
855,3rd,male,11.0,0,0,18.7875,C
856,3rd,female,28.0,0,0,7.75,Q
857,3rd,male,27.0,0,0,6.975,S
858,3rd,male,28.0,0,0,56.4958,S
859,3rd,female,18.0,0,0,6.75,Q
860,3rd,female,26.0,0,0,7.925,S
861,3rd,female,23.0,0,0,7.925,S
862,3rd,female,22.0,0,0,8.9625,S
863,3rd,male,28.0,0,0,7.8958,S
864,3rd,female,28.0,0,0,7.775,S
865,3rd,female,28.0,0,0,7.75,Q
866,3rd,female,2.0,0,1,12.2875,S
867,3rd,female,22.0,1,1,12.2875,S
868,3rd,male,43.0,0,0,6.45,S
869,3rd,male,28.0,0,0,22.525,S
870,3rd,female,27.0,0,0,7.925,S
871,3rd,male,28.0,0,0,7.75,Q
872,3rd,female,28.0,0,0,8.05,S
873,3rd,male,42.0,0,0,7.65,S
874,3rd,male,28.0,0,0,7.8875,S
875,3rd,male,30.0,0,0,7.2292,C
876,3rd,male,28.0,0,0,7.8958,S
877,3rd,female,27.0,1,0,7.925,S
878,3rd,female,25.0,1,0,7.925,S
879,3rd,male,28.0,0,0,7.8958,S
880,3rd,male,29.0,0,0,7.8958,C
881,3rd,male,21.0,0,0,7.7958,S
882,3rd,male,28.0,0,0,7.05,S
883,3rd,male,20.0,0,0,7.8542,S
884,3rd,male,48.0,0,0,7.8542,S
885,3rd,male,17.0,1,0,7.0542,S
886,3rd,female,28.0,0,0,7.75,Q
887,3rd,male,28.0,0,0,8.1125,S
888,3rd,male,34.0,0,0,6.4958,S
889,3rd,male,26.0,0,0,7.775,S
890,3rd,male,22.0,0,0,7.7958,S
891,3rd,male,33.0,0,0,8.6542,S
892,3rd,male,31.0,0,0,7.775,S
893,3rd,male,29.0,0,0,7.8542,S
894,3rd,male,4.0,1,1,11.1333,S
895,3rd,female,1.0,1,1,11.1333,S
896,3rd,male,49.0,0,0,0.0,S
897,3rd,male,33.0,0,0,7.775,S
898,3rd,male,19.0,0,0,0.0,S
899,3rd,female,27.0,0,2,11.1333,S
900,3rd,male,28.0,1,2,23.45,S
901,3rd,female,28.0,1,2,23.45,S
902,3rd,male,28.0,1,2,23.45,S
903,3rd,female,28.0,1,2,23.45,S
904,3rd,male,23.0,0,0,7.8958,S
905,3rd,male,32.0,0,0,7.8542,S
906,3rd,male,27.0,0,0,7.8542,S
907,3rd,female,20.0,1,0,9.825,S
908,3rd,female,21.0,1,0,9.825,S
909,3rd,male,32.0,0,0,7.925,S
910,3rd,male,17.0,0,0,7.125,S
911,3rd,male,21.0,0,0,8.4333,S
912,3rd,male,30.0,0,0,7.8958,S
913,3rd,male,21.0,0,0,7.7958,S
914,3rd,male,33.0,0,0,7.8542,S
915,3rd,male,22.0,0,0,7.5208,S
916,3rd,female,4.0,0,1,13.4167,C
917,3rd,male,39.0,0,1,13.4167,C
918,3rd,male,28.0,0,0,7.2292,C
919,3rd,male,18.5,0,0,7.2292,C
920,3rd,male,28.0,0,0,7.75,Q
921,3rd,male,28.0,0,0,7.25,S
922,3rd,female,28.0,0,0,7.75,Q
923,3rd,female,28.0,0,0,7.75,Q
924,3rd,male,34.5,0,0,7.8292,Q
925,3rd,male,44.0,0,0,8.05,S
926,3rd,male,28.0,0,0,7.75,Q
927,3rd,male,28.0,1,0,14.4542,C
928,3rd,female,28.0,1,0,14.4542,C
929,3rd,male,28.0,1,0,7.75,Q
930,3rd,male,28.0,1,0,7.75,Q
931,3rd,male,28.0,0,0,7.7375,Q
932,3rd,female,22.0,2,0,8.6625,S
933,3rd,male,26.0,2,0,8.6625,S
934,3rd,female,4.0,0,2,22.025,S
935,3rd,male,29.0,3,1,22.025,S
936,3rd,female,26.0,1,1,22.025,S
937,3rd,female,1.0,1,1,12.1833,S
938,3rd,male,18.0,1,1,7.8542,S
939,3rd,female,36.0,0,2,12.1833,S
940,3rd,male,28.0,0,0,7.8958,C
941,3rd,male,25.0,0,0,7.2292,C
942,3rd,male,28.0,0,0,7.225,C
943,3rd,female,37.0,0,0,9.5875,S
944,3rd,male,28.0,0,0,7.8958,S
945,3rd,male,28.0,0,0,56.4958,S
946,3rd,male,28.0,0,0,56.4958,S
947,3rd,female,22.0,0,0,7.25,S
948,3rd,male,28.0,0,0,7.75,Q
949,3rd,male,26.0,0,0,56.4958,S
950,3rd,male,29.0,0,0,9.4833,S
951,3rd,male,29.0,0,0,7.775,S
952,3rd,male,22.0,0,0,7.775,S
953,3rd,male,22.0,0,0,7.225,C
954,3rd,male,28.0,3,1,25.4667,S
955,3rd,female,28.0,3,1,25.4667,S
956,3rd,female,28.0,3,1,25.4667,S
957,3rd,female,28.0,3,1,25.4667,S
958,3rd,female,28.0,0,4,25.4667,S
959,3rd,male,32.0,0,0,7.925,S
960,3rd,male,34.5,0,0,6.4375,C
961,3rd,female,28.0,1,0,15.5,Q
962,3rd,male,28.0,1,0,15.5,Q
963,3rd,male,36.0,0,0,0.0,S
964,3rd,male,39.0,0,0,24.15,S
965,3rd,male,24.0,0,0,9.5,S
966,3rd,female,25.0,0,0,7.775,S
967,3rd,female,45.0,0,0,7.75,S
968,3rd,male,36.0,1,0,15.55,S
969,3rd,female,30.0,1,0,15.55,S
970,3rd,male,20.0,1,0,7.925,S
971,3rd,male,28.0,0,0,7.8792,Q
972,3rd,male,28.0,0,0,56.4958,S
973,3rd,male,28.0,0,0,7.55,S
974,3rd,male,30.0,1,0,16.1,S
975,3rd,female,26.0,1,0,16.1,S
976,3rd,male,28.0,0,0,7.8792,S
977,3rd,male,20.5,0,0,7.25,S
978,3rd,male,27.0,0,0,8.6625,S
979,3rd,male,51.0,0,0,7.0542,S
980,3rd,female,23.0,0,0,7.8542,S
981,3rd,male,32.0,0,0,7.5792,S
982,3rd,male,28.0,0,0,7.8958,S
983,3rd,male,28.0,0,0,7.55,S
984,3rd,female,28.0,0,0,7.75,Q
985,3rd,male,24.0,0,0,7.1417,S
986,3rd,male,22.0,0,0,7.125,S
987,3rd,female,28.0,0,0,7.8792,Q
988,3rd,male,28.0,0,0,7.75,Q
989,3rd,male,28.0,0,0,8.05,S
990,3rd,male,29.0,0,0,7.925,S
991,3rd,male,28.0,0,0,7.2292,C
992,3rd,female,30.5,0,0,7.75,Q
993,3rd,female,28.0,0,0,7.7375,Q
994,3rd,male,28.0,0,0,7.2292,C
995,3rd,male,35.0,0,0,7.8958,C
996,3rd,male,33.0,0,0,7.8958,S
997,3rd,female,28.0,0,0,7.225,C
998,3rd,male,28.0,0,0,7.8958,C
999,3rd,female,28.0,0,0,7.75,Q
1000,3rd,male,28.0,0,0,7.75,Q
1001,3rd,female,28.0,2,0,23.25,Q
1002,3rd,female,28.0,2,0,23.25,Q
1003,3rd,male,28.0,2,0,23.25,Q
1004,3rd,female,28.0,0,0,7.7875,Q
1005,3rd,male,28.0,0,0,15.5,Q
1006,3rd,female,28.0,0,0,7.8792,Q
1007,3rd,female,15.0,0,0,8.0292,Q
1008,3rd,female,35.0,0,0,7.75,Q
1009,3rd,male,28.0,0,0,7.75,Q
1010,3rd,male,24.0,1,0,16.1,S
1011,3rd,female,19.0,1,0,16.1,S
1012,3rd,female,28.0,0,0,7.75,Q
1013,3rd,female,28.0,0,0,8.05,S
1014,3rd,female,28.0,0,0,8.05,S
1015,3rd,male,55.5,0,0,8.05,S
1016,3rd,male,28.0,0,0,7.75,Q
1017,3rd,male,21.0,0,0,7.775,S
1018,3rd,male,28.0,0,0,8.05,S
1019,3rd,male,24.0,0,0,7.8958,S
1020,3rd,male,21.0,0,0,7.8958,S
1021,3rd,male,28.0,0,0,7.8958,S
1022,3rd,male,28.0,0,0,7.8958,S
1023,3rd,female,28.0,0,0,7.8792,Q
1024,3rd,male,25.0,0,0,7.65,S
1025,3rd,male,6.0,0,1,12.475,S
1026,3rd,female,27.0,0,1,12.475,S
1027,3rd,male,28.0,0,0,8.05,S
1028,3rd,female,28.0,1,0,24.15,Q
1029,3rd,male,28.0,1,0,24.15,Q
1030,3rd,male,28.0,0,0,8.4583,Q
1031,3rd,male,34.0,0,0,8.05,S
1032,3rd,male,28.0,0,0,7.75,Q
1033,3rd,male,28.0,0,0,7.775,S
1034,3rd,male,28.0,1,1,15.2458,C
1035,3rd,male,28.0,1,1,15.2458,C
1036,3rd,female,28.0,0,2,15.2458,C
1037,3rd,female,28.0,0,0,7.2292,C
1038,3rd,male,28.0,0,0,8.05,S
1039,3rd,female,28.0,0,0,7.7333,Q
1040,3rd,female,24.0,0,0,7.75,Q
1041,3rd,male,28.0,0,0,8.05,S
1042,3rd,female,28.0,1,0,15.5,Q
1043,3rd,female,28.0,1,0,15.5,Q
1044,3rd,female,28.0,0,0,15.5,Q
1045,3rd,male,18.0,0,0,7.75,S
1046,3rd,male,22.0,0,0,7.8958,S
1047,3rd,female,15.0,0,0,7.225,C
1048,3rd,female,1.0,0,2,15.7417,C
1049,3rd,male,20.0,1,1,15.7417,C
1050,3rd,female,19.0,1,1,15.7417,C
1051,3rd,male,33.0,0,0,8.05,S
1052,3rd,male,28.0,0,0,7.8958,S
1053,3rd,male,28.0,0,0,7.2292,C
1054,3rd,female,28.0,0,0,7.75,Q
1055,3rd,male,28.0,0,0,7.8958,S
1056,3rd,male,12.0,1,0,11.2417,C
1057,3rd,female,14.0,1,0,11.2417,C
1058,3rd,female,29.0,0,0,7.925,S
1059,3rd,male,28.0,0,0,8.05,S
1060,3rd,female,18.0,0,0,7.775,S
1061,3rd,female,26.0,0,0,7.8542,S
1062,3rd,male,21.0,0,0,7.8542,S
1063,3rd,male,41.0,0,0,7.125,S
1064,3rd,male,39.0,0,0,7.925,S
1065,3rd,male,21.0,0,0,7.8,S
1066,3rd,male,28.5,0,0,7.2292,C
1067,3rd,female,22.0,0,0,7.75,S
1068,3rd,male,61.0,0,0,6.2375,S
1069,3rd,male,28.0,1,0,15.5,Q
1070,3rd,male,28.0,0,0,7.8292,Q
1071,3rd,female,28.0,1,0,15.5,Q
1072,3rd,male,28.0,0,0,7.7333,Q
1073,3rd,male,28.0,0,0,7.75,Q
1074,3rd,male,28.0,0,0,7.75,Q
1075,3rd,male,23.0,0,0,9.225,S
1076,3rd,female,28.0,0,0,7.75,Q
1077,3rd,female,28.0,0,0,7.75,Q
1078,3rd,female,28.0,0,0,7.8792,Q
1079,3rd,female,22.0,0,0,7.775,S
1080,3rd,male,28.0,0,0,7.75,Q
1081,3rd,female,28.0,0,0,7.8292,Q
1082,3rd,male,9.0,0,1,3.1708,S
1083,3rd,male,28.0,0,0,22.525,S
1084,3rd,male,42.0,0,1,8.4042,S
1085,3rd,male,28.0,0,0,7.3125,S
1086,3rd,female,31.0,0,0,7.8542,S
1087,3rd,male,28.0,0,0,7.8542,S
1088,3rd,male,32.0,0,0,7.775,S
1089,3rd,male,20.0,0,0,9.225,S
1090,3rd,female,23.0,0,0,8.6625,S
1091,3rd,female,20.0,0,0,8.6625,S
1092,3rd,male,20.0,0,0,8.6625,S
1093,3rd,male,16.0,0,0,9.2167,S
1094,3rd,female,31.0,0,0,8.6833,S
1095,3rd,female,28.0,0,0,7.6292,Q
1096,3rd,male,2.0,3,1,21.075,S
1097,3rd,male,6.0,3,1,21.075,S
1098,3rd,female,3.0,3,1,21.075,S
1099,3rd,female,8.0,3,1,21.075,S
1100,3rd,female,29.0,0,4,21.075,S
1101,3rd,male,1.0,4,1,39.6875,S
1102,3rd,male,7.0,4,1,39.6875,S
1103,3rd,male,2.0,4,1,39.6875,S
1104,3rd,male,16.0,4,1,39.6875,S
1105,3rd,male,14.0,4,1,39.6875,S
1106,3rd,female,41.0,0,5,39.6875,S
1107,3rd,male,21.0,0,0,8.6625,S
1108,3rd,male,19.0,0,0,14.5,S
1109,3rd,male,28.0,0,0,8.7125,C
1110,3rd,male,32.0,0,0,7.8958,S
1111,3rd,male,0.75,1,1,13.775,S
1112,3rd,female,3.0,1,1,13.775,S
1113,3rd,female,26.0,0,2,13.775,S
1114,3rd,male,28.0,0,0,7.0,S
1115,3rd,male,28.0,0,0,7.775,S
1116,3rd,male,28.0,0,0,8.05,S
1117,3rd,male,21.0,0,0,7.925,S
1118,3rd,male,25.0,0,0,7.925,S
1119,3rd,male,22.0,0,0,7.25,S
1120,3rd,male,25.0,1,0,7.775,S
1121,3rd,male,28.0,1,1,22.3583,C
1122,3rd,female,28.0,1,1,22.3583,C
1123,3rd,female,28.0,0,2,22.3583,C
1124,3rd,female,28.0,0,0,8.1375,Q
1125,3rd,male,24.0,0,0,8.05,S
1126,3rd,female,28.0,0,0,7.8958,S
1127,3rd,male,19.0,0,0,7.8958,S
1128,3rd,male,28.0,0,0,7.8958,S
1129,3rd,male,25.0,1,0,7.775,S
1130,3rd,female,18.0,0,0,7.775,S
1131,3rd,male,32.0,0,0,8.05,S
1132,3rd,male,28.0,0,0,7.8958,S
1133,3rd,male,17.0,0,0,8.6625,S
1134,3rd,male,24.0,0,0,8.6625,S
1135,3rd,male,28.0,0,0,7.8958,S
1136,3rd,female,28.0,0,0,8.1125,S
1137,3rd,male,28.0,0,0,7.2292,C
1138,3rd,male,28.0,0,0,7.25,S
1139,3rd,male,38.0,0,0,7.8958,S
1140,3rd,male,21.0,0,0,8.05,S
1141,3rd,male,10.0,4,1,29.125,Q
1142,3rd,male,4.0,4,1,29.125,Q
1143,3rd,male,7.0,4,1,29.125,Q
1144,3rd,male,2.0,4,1,29.125,Q
1145,3rd,male,8.0,4,1,29.125,Q
1146,3rd,female,39.0,0,5,29.125,Q
1147,3rd,female,22.0,0,0,39.6875,S
1148,3rd,male,35.0,0,0,7.125,S
1149,3rd,female,28.0,0,0,7.7208,Q
1150,3rd,male,28.0,0,0,14.5,S
1151,3rd,female,28.0,0,0,14.5,S
1152,3rd,male,50.0,1,0,14.5,S
1153,3rd,female,47.0,1,0,14.5,S
1154,3rd,male,28.0,0,0,8.05,S
1155,3rd,male,28.0,0,0,7.775,S
1156,3rd,female,2.0,1,1,20.2125,S
1157,3rd,male,18.0,1,1,20.2125,S
1158,3rd,female,41.0,0,2,20.2125,S
1159,3rd,female,28.0,0,0,8.05,S
1160,3rd,male,50.0,0,0,8.05,S
1161,3rd,male,16.0,0,0,8.05,S
1162,3rd,male,28.0,0,0,7.75,Q
1163,3rd,male,28.0,0,0,24.15,Q
1164,3rd,male,28.0,0,0,7.2292,C
1165,3rd,male,25.0,0,0,7.225,C
1166,3rd,male,28.0,0,0,7.225,C
1167,3rd,male,28.0,0,0,7.7292,Q
1168,3rd,male,28.0,0,0,7.575,S
1169,3rd,male,38.5,0,0,7.25,S
1170,3rd,male,28.0,8,2,69.55,S
1171,3rd,male,14.5,8,2,69.55,S
1172,3rd,female,28.0,8,2,69.55,S
1173,3rd,female,28.0,8,2,69.55,S
1174,3rd,female,28.0,8,2,69.55,S
1175,3rd,female,28.0,8,2,69.55,S
1176,3rd,male,28.0,8,2,69.55,S
1177,3rd,male,28.0,8,2,69.55,S
1178,3rd,male,28.0,8,2,69.55,S
1179,3rd,male,28.0,1,9,69.55,S
1180,3rd,female,28.0,1,9,69.55,S
1181,3rd,male,24.0,0,0,9.325,S
1182,3rd,female,21.0,0,0,7.65,S
1183,3rd,male,39.0,0,0,7.925,S
1184,3rd,male,28.0,2,0,21.6792,C
1185,3rd,male,28.0,2,0,21.6792,C
1186,3rd,male,28.0,2,0,21.6792,C
1187,3rd,female,1.0,1,1,16.7,S
1188,3rd,female,24.0,0,2,16.7,S
1189,3rd,female,4.0,1,1,16.7,S
1190,3rd,male,25.0,0,0,9.5,S
1191,3rd,male,20.0,0,0,8.05,S
1192,3rd,male,24.5,0,0,8.05,S
1193,3rd,male,28.0,0,0,7.725,Q
1194,3rd,male,28.0,0,0,7.8958,S
1195,3rd,male,28.0,0,0,7.75,Q
1196,3rd,male,29.0,0,0,9.5,S
1197,3rd,male,28.0,0,0,15.1,S
1198,3rd,female,28.0,0,0,7.7792,Q
1199,3rd,male,28.0,0,0,8.05,S
1200,3rd,male,28.0,0,0,8.05,S
1201,3rd,male,22.0,0,0,7.2292,C
1202,3rd,male,28.0,0,0,8.05,S
1203,3rd,male,40.0,0,0,7.8958,S
1204,3rd,male,21.0,0,0,7.925,S
1205,3rd,female,18.0,0,0,7.4958,S
1206,3rd,male,4.0,3,2,27.9,S
1207,3rd,male,10.0,3,2,27.9,S
1208,3rd,female,9.0,3,2,27.9,S
1209,3rd,female,2.0,3,2,27.9,S
1210,3rd,male,40.0,1,4,27.9,S
1211,3rd,female,45.0,1,4,27.9,S
1212,3rd,male,28.0,0,0,7.8958,S
1213,3rd,male,28.0,0,0,8.05,S
1214,3rd,male,28.0,0,0,8.6625,S
1215,3rd,male,28.0,0,0,7.75,Q
1216,3rd,female,28.0,0,0,7.7333,Q
1217,3rd,male,19.0,0,0,7.65,S
1218,3rd,male,30.0,0,0,8.05,S
1219,3rd,male,28.0,0,0,8.05,S
1220,3rd,male,32.0,0,0,8.05,S
1221,3rd,male,28.0,0,0,7.8958,S
1222,3rd,male,33.0,0,0,8.6625,C
1223,3rd,female,23.0,0,0,7.55,S
1224,3rd,male,21.0,0,0,8.05,S
1225,3rd,male,60.5,0,0,,S
1226,3rd,male,19.0,0,0,7.8958,S
1227,3rd,female,22.0,0,0,9.8375,S
1228,3rd,male,31.0,0,0,7.925,S
1229,3rd,male,27.0,0,0,8.6625,S
1230,3rd,female,2.0,0,1,10.4625,S
1231,3rd,female,29.0,1,1,10.4625,S
1232,3rd,male,16.0,0,0,8.05,S
1233,3rd,male,44.0,0,0,7.925,S
1234,3rd,male,25.0,0,0,7.05,S
1235,3rd,male,74.0,0,0,7.775,S
1236,3rd,male,14.0,0,0,9.225,S
1237,3rd,male,24.0,0,0,7.7958,S
1238,3rd,male,25.0,0,0,7.7958,S
1239,3rd,male,34.0,0,0,8.05,S
1240,3rd,male,0.4167,0,1,8.5167,C
1241,3rd,male,28.0,1,0,6.4375,C
1242,3rd,male,28.0,0,0,6.4375,C
1243,3rd,male,28.0,0,0,7.225,C
1244,3rd,female,16.0,1,1,8.5167,C
1245,3rd,male,28.0,0,0,8.05,S
1246,3rd,male,28.0,1,0,16.1,S
